DB Class Key,Mouse_symbol,Human_symbol
41938099,Gtf3c5,GTF3C5
41938100,Pcbd1,PCBD1
41938101,Pck2,PCK2
41938102,Spats2l,SPATS2L
41938103,Spats2,SPATS2
41938104,Fmo4,FMO4
41938105,Hspa12b,HSPA12B
41938106,Chtf8,CHTF8
41938106,Chtf8,DERPC
41938107,Aldh5a1,ALDH5A1
41938108,Hcrtr2,HCRTR2
41938109,Drp2,DRP2
41938110,Utrn,UTRN
41938111,Ercc6,ERCC6
41938112,Arl6ip4,ARL6IP4
41938113,Ackr3,ACKR3
41938114,Cycs,CYCS
41938115,Lrrfip1,LRRFIP1
41938116,Zc3h18,ZC3H18
41938117,Ackr4,ACKR4
41938118,Ccr9,CCR9
41938119,Xcr1,XCR1
41938120,Cxcr3,CXCR3
41938121,Src,SRC
41938122,Sag,SAG
41938123,Ankrd37,ANKRD37
41938124,Pdlim2,PDLIM2
41938125,Sorbs2,SORBS2
41938126,Pdlim4,PDLIM4
41938127,Gnb1,GNB1
41938128,Serinc1,SERINC1
41938129,Rgs5,RGS5
41938130,Gngt1,GNGT1
41938131,Gng11,GNG11
41938132,Rpl12,RPL12
41938133,Rpl6,RPL6
41938134,Eif5,EIF5
41938135,Trpv4,TRPV4
41938136,Cryba2,CRYBA2
41938137,Cryba1,CRYBA1
41938138,Nr2e1,NR2E1
41938139,Nr2e3,NR2E3
41938140,Cryba4,CRYBA4
41938141,Mip,MIP
41938142,Rpl7a,RPL7A
41938143,Gm14214,
41938144,Rpl4,RPL4
41938145,Ppdpf,PPDPF
41938146,Nap1l1,NAP1L1
41938147,Laptm4b,LAPTM4B
41938148,Cabp5,CABP5
41938149,Cdo1,CDO1
41938150,Pde6h,PDE6H
41938151,Rom1,ROM1
41938152,Gnao1,GNAO1
41938153,Pde6c,PDE6C
41938154,Got1,GOT1
41938155,Gnb3,GNB3
41938156,Rps2,RPS2
41938157,Rpl11,RPL11
41938158,Grifin,GRIFIN
41938159,Ncald,NCALD
41938160,Bfsp2,BFSP2
41938161,Stmn1,STMN1
41938162,Oaz2,OAZ2
41938163,Rxra,RXRA
41938164,Fibin,FIBIN
41938165,Hs2st1,HS2ST1
41938166,Sspo,SSPOP
41938167,Camk2g,CAMK2G
41938168,Plod2,PLOD2
41938169,Plod1,PLOD1
41938170,Ppm1e,PPM1E
41938171,Rplp2-ps1,RPLP2
41938172,Rplp2,RPLP2
41938173,Prrxl1,DRGX
41938174,Tamalin,TAMALIN
41938175,Setx,SETX
41938176,Als2,ALS2
41938177,Cfhr1,CFHR1
41938177,Cfhr1,CFHR2
41938178,Gatad2a,GATAD2A
41938179,Thsd7a,THSD7A
41938180,Rasgrp4,RASGRP4
41938181,Tmem54,TMEM54
41938182,Styk1,STYK1
41938183,Clcn1,CLCN1
41938184,Fam131b,FAM131B
41938185,Tinag,TINAG
41938186,Tinagl1,TINAGL1
41938187,Aebp2,AEBP2
41938188,Fuca1,FUCA1
41938189,Rab3b,RAB3B
41938190,Nrd1,NRDC
41938191,Axdnd1,AXDND1
41938192,Tdrd5,TDRD5
41938193,Hcn3,HCN3
41938194,D430041D05Rik,KIAA1549L
41938195,Ceacam12,CEACAM4
41938195,Ceacam12,PSG5
41938196,Psg17,CEACAM7
41938197,Psg19,CEACAM7
41938198,Psg18,PSG7
41938199,Ceacam10,
41938200,Ceacam14,
41938201,Psg26,CEACAM7
41938201,Psg26,PSG5
41938202,Ceacam13,CEACAM7
41938203,Ceacam11,CEACAM7
41938204,Psg21,CEACAM4
41938204,Psg21,CEACAM7
41938204,Psg21,PSG5
41938205,Psg23,CEACAM7
41938206,Psg16,
41938207,Psg27,CEACAM4
41938207,Psg27,CEACAM7
41938207,Psg27,PSG5
41938208,Ceacam15,CEACAM21
41938209,Psg29,CEACAM4
41938209,Psg29,CEACAM7
41938210,Psg25,CEACAM7
41938211,Psg28,CEACAM7
41938211,Psg28,PSG5
41938212,2700062C07Rik,C18orf21
41938213,Ssu2,SSUH2
41938214,Mfsd6,MFSD6
41938215,Elp2,ELP2
41938216,Abitram,ABITRAM
41938217,Camsap2,CAMSAP2
41938218,Tmem168,TMEM168
41938219,Ifrd1,IFRD1
41938220,Zbtb37,ZBTB37
41938221,Rc3h1,RC3H1
41938222,Eps15l1,EPS15L1
41938223,Cd9,CD9
41938224,Ano2,ANO2
41938225,Pvr,PVR
41938226,Nectin2,NECTIN2
41938227,Cacng8,CACNG8
41938228,Cacng6,CACNG6
41938229,Megf11,MEGF11
41938230,Dctn1,DCTN1
41938231,Hipk3,HIPK3
41938232,Ppp1r18,PPP1R18
41938233,Nrm,NRM
41938234,Tmem79,TMEM79
41938235,Fhod3,FHOD3
41938236,Rpl30,RPL30
41938237,Smad6,SMAD6
41938238,Hcn2,HCN2
41938239,Cbarp,CBARP
41938240,Slc26a4,SLC26A4
41938241,Ddb2,DDB2
41938242,Zfp516,ZNF516
41938243,Cpne4,CPNE4
41938244,Hydin,HYDIN
41938245,Use1,USE1
41938246,Smarcc1,SMARCC1
41938247,Atxn10,ATXN10
41938248,Cep104,CEP104
41938249,Trim35,TRIM35
41938250,Vps72,VPS72
41938251,Ensa,ENSA
41938252,Golph3l,GOLPH3L
41938253,Lingo4,LINGO4
41938254,Syngap1,SYNGAP1
41938255,Plin1,PLIN1
41938256,Gatad2b,GATAD2B
41938257,Luzp2,LUZP2
41938258,A430005L14Rik,C1orf174
41938259,Prdm10,PRDM10
41938260,Atg16l2,ATG16L2
41938261,Wdr62,WDR62
41938262,Mrap,MRAP
41938263,Iffo1,IFFO1
41938264,Mlc1,MLC1
41938265,Lrp1b,LRP1B
41938266,Cd7,CD7
41938267,Panx2,PANX2
41938268,AU040320,KIAA0319L
41938269,Slc22a20,SLC22A20P
41938270,Slc22a8,SLC22A8
41938271,Tbxas1,TBXAS1
41938272,Ptgis,PTGIS
41938273,Dtna,DTNA
41938274,Pla2g1b,PLA2G1B
41938275,Bid,BID
41938276,Bbc3,BBC3
41938277,Aplnr,APLNR
41938278,Mmp9,MMP9
41938279,Rbm45,RBM45
41938280,Celsr2,CELSR2
41938281,Celsr3,CELSR3
41938282,Zfp622,ZNF622
41938283,H2az1,H2AZ1
41938284,Fam174b,FAM174B
41938285,Chkb,CHKB
41938286,Zbtb12,ZBTB12
41938287,Ccdc181,CCDC181
41938288,Serinc2,SERINC2
41938289,Syt2,SYT2
41938290,Csmd3,CSMD3
41938291,Cthrc1,CTHRC1
41938292,Bcl2l13,BCL2L13
41938293,Wee2,WEE2
41938294,Dennd11,DENND11
41938295,Rc3h2,RC3H2
41938296,Aox3,AOX3P
41938297,Aox4,
41938298,Aox1,AOX1
41938299,Aox2,AOX2P
41938300,Scx,SCX
41938301,Psme3ip1,PSME3IP1
41938302,Myo5b,MYO5B
41938303,Cfap53,CFAP53
41938304,Chek1,CHEK1
41938305,Cmip,CMIP
41938306,Plcg2,PLCG2
41938307,Meak7,MEAK7
41938308,Nom1,NOM1
41938309,Dytn,DYTN
41938310,Asb4,ASB4
41938311,Baiap2l2,BAIAP2L2
41938312,Kifap3,KIFAP3
41938313,Mfsd12,MFSD12
41938314,Grhl2,GRHL2
41938315,Glt8d2,GLT8D2
41938316,Fbh1,FBH1
41938317,Pdk4,PDK4
41938318,Adm2,ADM2
41938319,Naf1,NAF1
41938320,Pals2,PALS2
41938321,Acss3,ACSS3
41938322,Skor1,SKOR1
41938323,Iqch,IQCH
41938324,Ankmy1,ANKMY1
41938325,Aagab,AAGAB
41938326,Pstpip1,PSTPIP1
41938327,Slc28a2b,SLC28A2
41938328,Slc28a1,SLC28A1
41938329,Slc28a2,SLC28A2
41938330,Pgpep1l,PGPEP1L
41938331,Synm,SYNM
41938332,Ttc23,TTC23
41938333,Hsh2d,HSH2D
41938334,Tspan9,TSPAN9
41938335,Gse1,GSE1
41938336,Mtor,MTOR
41938337,Socs3,SOCS3
41938338,Nox1,NOX1
41938339,Zbtb33,ZBTB33
41938340,Fkrp,FKRP
41938341,Atp1b4,ATP1B4
41938342,Tmem255a,TMEM255A
41938343,Asah1,ASAH1
41938344,Gfpt1,GFPT1
41938345,Il34,IL34
41938346,Nfia,NFIA
41938347,Nr2f2,NR2F2
41938348,Dlgap3,DLGAP3
41938349,Ctnnal1,CTNNAL1
41938350,Fetub,FETUB
41938351,Slc17a8,SLC17A8
41938352,Nrn1l,NRN1L
41938353,Dtnbp1,DTNBP1
41938354,Vps50,VPS50
41938355,Kdm4b,KDM4B
41938356,Hepacam2,HEPACAM2
41938357,Rnf115,RNF115
41938358,Ash1l,ASH1L
41938359,Lrrc71,LRRC71
41938360,Clk2,CLK2
41938361,B3gnt9,B3GNT9
41938362,Phaf1,PHAF1
41938363,Dbp,DBP
41938364,Zfp865,ZNF865
41938365,Drd4,DRD4
41938366,Kitl,KITLG
41938367,Ghrh,GHRH
41938368,Cdc26,CDC26
41938369,Cdc16,CDC16
41938370,Strn4,STRN4
41938371,Slc1a5,SLC1A5
41938372,Tcap,TCAP
41938373,Trim32,TRIM32
41938374,Emd,EMD
41938375,Col6a1,COL6A1
41938376,Col6a2,COL6A2
41938377,Col6a3,COL6A3
41938378,Fsd1l,FSD1L
41938379,Arhgap18,ARHGAP18
41938380,Thtpa,THTPA
41938381,Lama2,LAMA2
41938382,Ccdc125,CCDC125
41938383,Vps13c,VPS13C
41938384,Tfb2m,TFB2M
41938385,Efcab2,EFCAB2
41938386,Kif13b,KIF13B
41938387,Apln,APLN
41938388,Ahctf1,AHCTF1
41938389,Gba2,GBA2
41938390,Lrp11,LRP11
41938391,Immp1l,IMMP1L
41938392,Nostrin,NOSTRIN
41938393,Frmd3,FRMD3
41938394,Drd1,DRD1
41938395,Amotl2,AMOTL2
41938396,Foxl1,FOXL1
41938397,Pex2,PEX2
41938398,Xpo1,XPO1
41938399,Pex1,PEX1
41938400,Tprgl,TPRG1L
41938401,Hrh1,HRH1
41938402,Hrh2,HRH2
41938403,Btk,BTK
41938404,Arhgef11,ARHGEF11
41938405,Itpr1,ITPR1
41938406,G6pdx,G6PD
41938407,G6pd2,G6PD
41938408,Dpys,DPYS
41938409,Ghr,GHR
41938410,Fndc3b,FNDC3B
41938411,Hcst,HCST
41938412,Tyrobp,TYROBP
41938413,Fcer1g,FCER1G
41938414,Cd247,CD247
41938415,Prkcz,PRKCZ
41938416,Sh3pxd2b,SH3PXD2B
41938417,Wdr4,WDR4
41938418,Isoc2b,ISOC2
41938419,Isoc2a,ISOC2
41938420,Itpr2,ITPR2
41938421,Itpr3,ITPR3
41938422,Fadd,FADD
41938423,Mib2,MIB2
41938424,P3h3,P3H3
41938425,Cntf,CNTF
41938426,Plxna3,PLXNA3
41938427,Pnrc2,PNRC2
41938428,Apex1,APEX1
41938429,Bmpr2,BMPR2
41938430,Mtus1,MTUS1
41938431,Dagla,DAGLA
41938432,Pms2,PMS2
41938432,Pms2,PMS2P1
41938432,Pms2,PMS2P2
41938432,Pms2,PMS2P6
41938433,Ankzf1,ANKZF1
41938434,Grhl1,GRHL1
41938435,Ankrd28,ANKRD28
41938436,Nkx6-2,NKX6-2
41938437,Mark1,MARK1
41938438,Med10,MED10
41938439,Snx10,SNX10
41938440,Nol9,NOL9
41938441,Kif5b,KIF5B
41938442,Lsm8,LSM8
41938443,Epc1,EPC1
41938444,Cmya5,CMYA5
41938445,Lyst,LYST
41938446,Wrn,WRN
41938447,Purg,PURG
41938448,Apob,APOB
41938449,Nbr1,NBR1
41938450,Ipo13,IPO13
41938451,Ubr3,UBR3
41938452,Tmem106a,TMEM106A
41938453,Daam2,DAAM2
41938454,Cel,CEL
41938455,Crtc3,CRTC3
41938456,Limd1,LIMD1
41938457,Alx4,ALX4
41938458,Micu3,MICU3
41938459,Ephb2,EPHB2
41938460,Nrbp2,NRBP2
41938461,Ampd2,AMPD2
41938462,Gnai3,GNAI3
41938463,Ang5,ANG
41938464,Ang6,ANG
41938465,Ang2,ANG
41938466,Ang3,ANG
41938467,Rnase6,RNASE6
41938468,Rnase4,RNASE4
41938469,Rnase1,RNASE1
41938470,Ang,ANG
41938471,Ang4,ANG
41938472,Gpc2,GPC2
41938473,Prcc,PRCC
41938474,Mindy1,MINDY1
41938475,Rfx5,RFX5
41938476,Mrpl9,MRPL9
41938477,S100a11,S100A11
41938478,Oca2,OCA2
41938479,Herc2,HERC2
41938480,Enkur,ENKUR
41938481,Suox,SUOX
41938482,Tyrp1,TYRP1
41938483,Amer1,AMER1
41938484,Fxyd6,FXYD6
41938485,Xdh,XDH
41938486,Pts,PTS
41938487,Colgalt1,COLGALT1
41938488,Qdpr,QDPR
41938489,Ndel1,NDEL1
41938490,Fhit,FHIT
41938491,Cnfn,CNFN
41938492,Cyp2u1,CYP2U1
41938493,Sgms2,SGMS2
41938494,Cdkn1a,CDKN1A
41938495,Sirt1,SIRT1
41938496,Dnajc12,DNAJC12
41938497,Hephl1,HEPHL1
41938498,Edem3,EDEM3
41938499,Herc4,HERC4
41938500,Nid1,NID1
41938501,Tgs1,TGS1
41938502,Mlph,MLPH
41938503,Bhlha15,BHLHA15
41938504,Or55b3,
41938505,Or55b10,
41938506,Adam8,ADAM8
41938507,Rnf111,RNF111
41938508,Adam11,ADAM11
41938509,Adam12,ADAM12
41938510,Dcst1,DCST1
41938511,Dcst2,DCST2
41938512,Vegfd,VEGFD
41938513,Nkx6-3,NKX6-3
41938514,Hmbs,HMBS
41938515,Tbk1,TBK1
41938516,Adam33,ADAM33
41938517,Adam19,ADAM19
41938518,Adamts1,ADAMTS1
41938519,Adamts13,ADAMTS13
41938520,Adamts18,ADAMTS18
41938521,Ghrl,GHRL
41938522,Tars2,TARS2
41938523,Papln,PAPLN
41938524,Crhbp,CRHBP
41938525,Thsd4,THSD4
41938526,Adamts2,ADAMTS2
41938527,Mmp11,MMP11
41938528,Mmp15,MMP15
41938529,Mmp17,MMP17
41938530,Ifnlr1,IFNLR1
41938531,Il10ra,IL10RA
41938532,Ifngr1,IFNGR1
41938533,Ifngr2,IFNGR2
41938534,Cep78,CEP78
41938535,Ints6,INTS6
41938536,C1qtnf2,C1QTNF2
41938537,Sft2d3,SFT2D3
41938538,Tmem150a,TMEM150A
41938539,Mkks,MKKS
41938540,Rnpc3,RNPC3
41938541,Gtf2a1,GTF2A1
41938542,Marcksl1,MARCKSL1
41938543,Cxcl11,CXCL11
41938544,Entpd4,ENTPD4
41938545,Dop1b,DOP1B
41938546,Cdk7,CDK7
41938547,Rdh10,RDH10
41938548,Ppp1r14a,PPP1R14A
41938549,Snf8,SNF8
41938550,Car7,CA7
41938551,Glrx,GLRX
41938552,Atp6v1g1,ATP6V1G1
41938553,Kpna2,KPNA2
41938554,Gm10184,KPNA2
41938555,Kpna4,KPNA4
41938556,Map3k3,MAP3K3
41938557,Rbm4b,RBM4B
41938558,Rbm4,RBM4
41938559,Akap12,AKAP12
41938560,Tagln,TAGLN
41938561,Smtn,SMTN
41938562,Scn1b,SCN1B
41938563,Scn2b,SCN2B
41938564,Scn4b,SCN4B
41938565,Scn3b,SCN3B
41938566,Gramd1a,GRAMD1A
41938567,Egf,EGF
41938568,Tjp1,TJP1
41938569,Apba1,APBA1
41938570,Tjp2,TJP2
41938571,Dclk2,DCLK2
41938572,H4c14,H4C3
41938572,H4c14,H4C5
41938573,H4c11,H4C12
41938573,H4c11,H4C5
41938574,H4c16,H4C16
41938574,H4c16,H4C2
41938574,H4c16,H4C5
41938575,H4c12,H4C5
41938575,H4c12,H4C8
41938576,H4c3,H4C5
41938576,H4c3,H4C6
41938577,H4c6,H4C11
41938577,H4c6,H4C5
41938578,H4c9,H4C16
41938578,H4c9,H4C5
41938579,H4c18,H4C13
41938579,H4c18,H4C5
41938580,H4c8,H4C5
41938580,H4c8,H4C9
41938581,H4c2,H4C14
41938581,H4c2,H4C5
41938582,H4c4,H4C1
41938582,H4c4,H4C5
41938583,H4c1,H4C15
41938583,H4c1,H4C5
41938584,H4c17,H4C4
41938584,H4c17,H4C5
41938585,Ryr1,RYR1
41938586,Ryr2,RYR2
41938587,Or1x2,
41938588,Or7g34,OR7G1
41938588,Or7g34,OR7G2
41938589,Or4f58,
41938590,Or6n1,OR6N1
41938591,Or2a52,OR2A2
41938592,Or2a56,OR2A14
41938593,Or2a14,OR2A14
41938594,Lox,LOX
41938595,Ccnh,CCNH
41938596,Loxl2,LOXL2
41938597,Loxl3,LOXL3
41938598,Mmp16,MMP16
41938599,Chrnb2,CHRNB2
41938600,Chrnb1,CHRNB1
41938601,Grik4,GRIK4
41938602,Grik5,GRIK5
41938603,Cldn8,CLDN8
41938604,Chrna3,CHRNA3
41938605,Emp1,EMP1
41938606,Grin2c,GRIN2C
41938607,Tmem104,TMEM104
41938608,Ripk1,RIPK1
41938609,Timp4,TIMP4
41938610,Nr4a3,NR4A3
41938611,Cyp11b2,CYP11B1
41938611,Cyp11b2,CYP11B2
41938612,Cyp11b1,CYP11B1
41938612,Cyp11b1,CYP11B2
41938613,Efcab6,EFCAB6
41938614,Dipk2a,DIPK2A
41938615,Trpc1,TRPC1
41938616,Kirrel2,KIRREL2
41938617,Il22ra2,IL22RA2
41938618,Spata2,SPATA2
41938619,Nphp4,NPHP4
41938620,Clstn2,CLSTN2
41938621,Spsb4,SPSB4
41938622,Myh10,MYH10
41938623,Xrcc6,XRCC6
41938624,Tas1r2,TAS1R2
41938625,Tas1r3,TAS1R3
41938626,Ankk1,ANKK1
41938627,Fdx1,FDX1
41938628,Dek,DEK
41938629,Ttc12,TTC12
41938630,Cysltr2,CYSLTR2
41938631,Rcbtb2,RCBTB2
41938632,Gh,CSH1
41938632,Gh,CSH2
41938632,Gh,CSHL1
41938632,Gh,GH1
41938632,Gh,GH2
41938633,Mapkapk2,MAPKAPK2
41938634,Dntt,DNTT
41938635,Pdzrn3,PDZRN3
41938636,Ddx10,DDX10
41938637,Gpr27,GPR27
41938638,Golga1,GOLGA1
41938639,Nfkbiz,NFKBIZ
41938640,Slc6a8,SLC6A8
41938641,Capza1b,CAPZA1
41938642,Capza2,CAPZA2
41938643,Capza1,CAPZA1
41938644,Sirt6,SIRT6
41938645,Henmt1,HENMT1
41938646,Nrsn1,NRSN1
41938647,Lpcat1,LPCAT1
41938648,Tmco3,TMCO3
41938649,Npvf,NPVF
41938650,Ggnbp2,GGNBP2
41938651,Olfml3,OLFML3
41938652,Nes,NES
41938653,Irf3,IRF3
41938654,Traf2,TRAF2
41938655,Traf5,TRAF5
41938656,Traf1,TRAF1
41938657,Rhot1,RHOT1
41938658,Rhobtb2,RHOBTB2
41938659,Lrrn1,LRRN1
41938660,Aida,AIDA
41938661,Hhip,HHIP
41938662,Rnmt,RNMT
41938663,Septin4,SEPTIN4
41938664,Ifna14,IFNA1
41938664,Ifna14,IFNA10
41938664,Ifna14,IFNA13
41938664,Ifna14,IFNA14
41938664,Ifna14,IFNA16
41938664,Ifna14,IFNA17
41938664,Ifna14,IFNA2
41938664,Ifna14,IFNA21
41938664,Ifna14,IFNA4
41938664,Ifna14,IFNA5
41938664,Ifna14,IFNA6
41938664,Ifna14,IFNA7
41938664,Ifna14,IFNA8
41938665,Ifnk,IFNK
41938666,Ifna6,IFNA1
41938666,Ifna6,IFNA10
41938666,Ifna6,IFNA13
41938666,Ifna6,IFNA14
41938666,Ifna6,IFNA16
41938666,Ifna6,IFNA17
41938666,Ifna6,IFNA2
41938666,Ifna6,IFNA21
41938666,Ifna6,IFNA4
41938666,Ifna6,IFNA5
41938666,Ifna6,IFNA6
41938666,Ifna6,IFNA7
41938666,Ifna6,IFNA8
41938667,Ifna7,IFNA1
41938667,Ifna7,IFNA10
41938667,Ifna7,IFNA13
41938667,Ifna7,IFNA14
41938667,Ifna7,IFNA16
41938667,Ifna7,IFNA17
41938667,Ifna7,IFNA2
41938667,Ifna7,IFNA21
41938667,Ifna7,IFNA4
41938667,Ifna7,IFNA5
41938667,Ifna7,IFNA6
41938667,Ifna7,IFNA7
41938667,Ifna7,IFNA8
41938668,Ifna9,IFNA1
41938668,Ifna9,IFNA10
41938668,Ifna9,IFNA13
41938668,Ifna9,IFNA14
41938668,Ifna9,IFNA16
41938668,Ifna9,IFNA17
41938668,Ifna9,IFNA2
41938668,Ifna9,IFNA21
41938668,Ifna9,IFNA4
41938668,Ifna9,IFNA5
41938668,Ifna9,IFNA6
41938668,Ifna9,IFNA7
41938668,Ifna9,IFNA8
41938669,Ifna16,IFNA1
41938669,Ifna16,IFNA10
41938669,Ifna16,IFNA13
41938669,Ifna16,IFNA14
41938669,Ifna16,IFNA16
41938669,Ifna16,IFNA17
41938669,Ifna16,IFNA2
41938669,Ifna16,IFNA21
41938669,Ifna16,IFNA4
41938669,Ifna16,IFNA5
41938669,Ifna16,IFNA6
41938669,Ifna16,IFNA7
41938669,Ifna16,IFNA8
41938670,Ifna11,IFNA1
41938670,Ifna11,IFNA10
41938670,Ifna11,IFNA13
41938670,Ifna11,IFNA14
41938670,Ifna11,IFNA16
41938670,Ifna11,IFNA17
41938670,Ifna11,IFNA2
41938670,Ifna11,IFNA21
41938670,Ifna11,IFNA4
41938670,Ifna11,IFNA5
41938670,Ifna11,IFNA6
41938670,Ifna11,IFNA7
41938670,Ifna11,IFNA8
41938671,Ifnab,IFNA1
41938671,Ifnab,IFNA10
41938671,Ifnab,IFNA13
41938671,Ifnab,IFNA14
41938671,Ifnab,IFNA16
41938671,Ifnab,IFNA17
41938671,Ifnab,IFNA2
41938671,Ifnab,IFNA21
41938671,Ifnab,IFNA4
41938671,Ifnab,IFNA5
41938671,Ifnab,IFNA6
41938671,Ifnab,IFNA7
41938671,Ifnab,IFNA8
41938672,Ifna15,IFNA1
41938672,Ifna15,IFNA10
41938672,Ifna15,IFNA13
41938672,Ifna15,IFNA14
41938672,Ifna15,IFNA16
41938672,Ifna15,IFNA17
41938672,Ifna15,IFNA2
41938672,Ifna15,IFNA21
41938672,Ifna15,IFNA4
41938672,Ifna15,IFNA5
41938672,Ifna15,IFNA6
41938672,Ifna15,IFNA7
41938672,Ifna15,IFNA8
41938673,Ifna2,IFNA1
41938673,Ifna2,IFNA10
41938673,Ifna2,IFNA13
41938673,Ifna2,IFNA14
41938673,Ifna2,IFNA16
41938673,Ifna2,IFNA17
41938673,Ifna2,IFNA2
41938673,Ifna2,IFNA21
41938673,Ifna2,IFNA4
41938673,Ifna2,IFNA5
41938673,Ifna2,IFNA6
41938673,Ifna2,IFNA7
41938673,Ifna2,IFNA8
41938674,Ifna12,IFNA1
41938674,Ifna12,IFNA10
41938674,Ifna12,IFNA13
41938674,Ifna12,IFNA14
41938674,Ifna12,IFNA16
41938674,Ifna12,IFNA17
41938674,Ifna12,IFNA2
41938674,Ifna12,IFNA21
41938674,Ifna12,IFNA4
41938674,Ifna12,IFNA5
41938674,Ifna12,IFNA6
41938674,Ifna12,IFNA7
41938674,Ifna12,IFNA8
41938675,Ifna1,IFNA1
41938675,Ifna1,IFNA10
41938675,Ifna1,IFNA13
41938675,Ifna1,IFNA14
41938675,Ifna1,IFNA16
41938675,Ifna1,IFNA17
41938675,Ifna1,IFNA2
41938675,Ifna1,IFNA21
41938675,Ifna1,IFNA4
41938675,Ifna1,IFNA5
41938675,Ifna1,IFNA6
41938675,Ifna1,IFNA7
41938675,Ifna1,IFNA8
41938676,Ifna5,IFNA1
41938676,Ifna5,IFNA10
41938676,Ifna5,IFNA13
41938676,Ifna5,IFNA14
41938676,Ifna5,IFNA16
41938676,Ifna5,IFNA17
41938676,Ifna5,IFNA2
41938676,Ifna5,IFNA21
41938676,Ifna5,IFNA4
41938676,Ifna5,IFNA5
41938676,Ifna5,IFNA6
41938676,Ifna5,IFNA7
41938676,Ifna5,IFNA8
41938677,Ifna4,IFNA1
41938677,Ifna4,IFNA10
41938677,Ifna4,IFNA13
41938677,Ifna4,IFNA14
41938677,Ifna4,IFNA16
41938677,Ifna4,IFNA17
41938677,Ifna4,IFNA2
41938677,Ifna4,IFNA21
41938677,Ifna4,IFNA4
41938677,Ifna4,IFNA5
41938677,Ifna4,IFNA6
41938677,Ifna4,IFNA7
41938677,Ifna4,IFNA8
41938678,Ifna13,IFNA1
41938678,Ifna13,IFNA10
41938678,Ifna13,IFNA13
41938678,Ifna13,IFNA14
41938678,Ifna13,IFNA16
41938678,Ifna13,IFNA17
41938678,Ifna13,IFNA2
41938678,Ifna13,IFNA21
41938678,Ifna13,IFNA4
41938678,Ifna13,IFNA5
41938678,Ifna13,IFNA6
41938678,Ifna13,IFNA7
41938678,Ifna13,IFNA8
41938679,Ifne,IFNE
41938680,Nkd2,NKD2
41938681,Dctn2,DCTN2
41938682,Pafah1b1,PAFAH1B1
41938683,Ulk1,ULK1
41938684,Htr1a,HTR1A
41938685,Becn1,BECN1
41938686,Becn2,BECN2
41938687,Atg12,ATG12
41938688,Itgav,ITGAV
41938689,Itgb5,ITGB5
41938690,Dyrk1a,DYRK1A
41938691,Radil,RADIL
41938692,Itgb3,ITGB3
41938693,Lrp2,LRP2
41938694,Dennd5a,DENND5A
41938695,Bud31,BUD31
41938696,Epn2,EPN2
41938697,Top3a,TOP3A
41938698,Flii,FLII
41938699,Shmt2,SHMT2
41938700,Arhgap45,ARHGAP45
41938701,Itgb8,ITGB8
41938702,Pak2,PAK2
41938703,Pak5,PAK5
41938704,Recql5,RECQL5
41938705,Blm,BLM
41938706,Ar,AR
41938707,Tac1,TAC1
41938708,Pdgfc,PDGFC
41938709,Xpc,XPC
41938710,Spint1,SPINT1
41938711,Rtf1,RTF1
41938712,Ctr9,CTR9
41938713,Mst1r,MST1R
41938714,Mecom,MECOM
41938715,Nlgn3,NLGN3
41938716,Sema3e,SEMA3E
41938717,Neu3,NEU3
41938718,Neu4,NEU4
41938719,Zfp148,ZNF148
41938720,Pglyrp2,PGLYRP2
41938721,Rpe65,RPE65
41938722,Sh2d3c,SH2D3C
41938723,Sox2,SOX2
41938724,Entpd3,ENTPD3
41938725,Ift46,IFT46
41938726,Ptpn21,PTPN21
41938727,Hdc,HDC
41938728,Cst3,CST3
41938729,Prlr,PRLR
41938730,Lepr,LEPR
41938731,Dnajc6,DNAJC6
41938732,Cdc37l1,CDC37L1
41938733,Csf3r,CSF3R
41938734,Btbd10,BTBD10
41938735,Il6st,IL6ST
41938736,Ankrd55,ANKRD55
41938737,Lifr,LIFR
41938738,Osmr,OSMR
41938739,Il12rb2,IL12RB2
41938740,Il23r,IL23R
41938741,Ttll13,TTLL13
41938742,Ttll6,TTLL6
41938743,Ttc30a2,TTC30A
41938743,Ttc30a2,TTC30B
41938744,Ttc30b,TTC30B
41938745,Ttc30a1,TTC30A
41938746,Gm13305,IL11RA
41938747,Il11ra1,IL11RA
41938748,Il11ra2,IL11RA
41938749,Mylk,MYLK
41938750,Il2rb,IL2RB
41938751,C1qtnf6,C1QTNF6
41938752,Ebi3,EBI3
41938753,Il4ra,IL4R
41938754,Dock1,DOCK1
41938755,Dock5,DOCK5
41938756,Il21r,IL21R
41938757,Crlf1,CRLF1
41938758,Irak3,IRAK3
41938759,Cby1,CBY1
41938760,Il7r,IL7R
41938761,Spef2,SPEF2
41938762,Il13ra1,IL13RA1
41938763,Il13ra2,IL13RA2
41938764,Lrch2,LRCH2
41938765,Csf2rb,CSF2RB
41938766,Csf2rb2,CSF2RB
41938767,Slc9a2,SLC9A2
41938768,Slc9a4,SLC9A4
41938769,Pkmyt1,PKMYT1
41938770,Slc7a10,SLC7A10
41938771,Slc7a9,SLC7A9
41938772,Lrp3,LRP3
41938773,Masp2,MASP2
41938774,Rab3c,RAB3C
41938775,Fgf1,FGF1
41938776,Fgf7,FGF7
41938777,Myrip,MYRIP
41938778,Piwil2,PIWIL2
41938779,Fgf13,FGF13
41938780,Csnk1e,CSNK1E
41938780,Csnk1e,TPTEP2-CSNK1E
